MonitoringStation,EventId,Cruise,Program,Project,Agency,Source,Station,SampleDate,SampleTime,TotalDepth,UpperPycnocline,LowerPycnocline,Depth,Layer,SampleType,SampleReplicateType,Parameter,Qualifier,MeasureValue,Unit,Method,Lab,Problem,PrecisionPC,BiasPC,Details,Latitude,Longitude,TierLevel
"WT7.1",699432,"BAY841","TWQM","TRIB","MDDNR","MDDNR","WT7.1",5/16/2023,13:05:00,10,,,0.5,"S ","ISM","M1","SALINITY",,7.12000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",699432,"BAY841","TWQM","TRIB","MDDNR","MDDNR","WT7.1",5/16/2023,13:05:00,10,,,1,"M ","ISM","M1","SALINITY",,7.12000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",699432,"BAY841","TWQM","TRIB","MDDNR","MDDNR","WT7.1",5/16/2023,13:05:00,10,,,2,"M ","ISM","M1","SALINITY",,7.18000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",699432,"BAY841","TWQM","TRIB","MDDNR","MDDNR","WT7.1",5/16/2023,13:05:00,10,,,3,"M ","ISM","M1","SALINITY",,7.68000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",699432,"BAY841","TWQM","TRIB","MDDNR","MDDNR","WT7.1",5/16/2023,13:05:00,10,,,4,"M ","ISM","M1","SALINITY",,8.69000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",699432,"BAY841","TWQM","TRIB","MDDNR","MDDNR","WT7.1",5/16/2023,13:05:00,10,,,5,"M ","ISM","M1","SALINITY",,8.95000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",699432,"BAY841","TWQM","TRIB","MDDNR","MDDNR","WT7.1",5/16/2023,13:05:00,10,,,6,"M ","ISM","M1","SALINITY",,9.01000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",699432,"BAY841","TWQM","TRIB","MDDNR","MDDNR","WT7.1",5/16/2023,13:05:00,10,,,7,"M ","ISM","M1","SALINITY",,9.08000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",699432,"BAY841","TWQM","TRIB","MDDNR","MDDNR","WT7.1",5/16/2023,13:05:00,10,,,8,"M ","ISM","M1","SALINITY",,9.27000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",699432,"BAY841","TWQM","TRIB","MDDNR","MDDNR","WT7.1",5/16/2023,13:05:00,10,,,9,"B ","ISM","M1","SALINITY",,9.98000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",699519,"BAY842","TWQM","TRIB","MDDNR","MDDNR","WT7.1",6/6/2023,10:10:00,12.8,,,0.5,"S ","ISM","M1","SALINITY",,8.89000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",699519,"BAY842","TWQM","TRIB","MDDNR","MDDNR","WT7.1",6/6/2023,10:10:00,12.8,,,1,"M ","ISM","M1","SALINITY",,8.95000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",699519,"BAY842","TWQM","TRIB","MDDNR","MDDNR","WT7.1",6/6/2023,10:10:00,12.8,,,2,"M ","ISM","M1","SALINITY",,9.14000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",699519,"BAY842","TWQM","TRIB","MDDNR","MDDNR","WT7.1",6/6/2023,10:10:00,12.8,,,3,"M ","ISM","M1","SALINITY",,9.59000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",699519,"BAY842","TWQM","TRIB","MDDNR","MDDNR","WT7.1",6/6/2023,10:10:00,12.8,,,4,"M ","ISM","M1","SALINITY",,10.37000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",699519,"BAY842","TWQM","TRIB","MDDNR","MDDNR","WT7.1",6/6/2023,10:10:00,12.8,,,5,"M ","ISM","M1","SALINITY",,11.21000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",699519,"BAY842","TWQM","TRIB","MDDNR","MDDNR","WT7.1",6/6/2023,10:10:00,12.8,,,6,"M ","ISM","M1","SALINITY",,11.67000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",699519,"BAY842","TWQM","TRIB","MDDNR","MDDNR","WT7.1",6/6/2023,10:10:00,12.8,,,7,"M ","ISM","M1","SALINITY",,11.80000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",699519,"BAY842","TWQM","TRIB","MDDNR","MDDNR","WT7.1",6/6/2023,10:10:00,12.8,,,8,"M ","ISM","M1","SALINITY",,11.93000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",699519,"BAY842","TWQM","TRIB","MDDNR","MDDNR","WT7.1",6/6/2023,10:10:00,12.8,,,9,"M ","ISM","M1","SALINITY",,12.00000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",699519,"BAY842","TWQM","TRIB","MDDNR","MDDNR","WT7.1",6/6/2023,10:10:00,12.8,,,10,"M ","ISM","M1","SALINITY",,12.07000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",699519,"BAY842","TWQM","TRIB","MDDNR","MDDNR","WT7.1",6/6/2023,10:10:00,12.8,,,11.8,"B ","ISM","M1","SALINITY",,12.13000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",699519,"BAY842","TWQM","TRIB","MDDNR","MDDNR","WT7.1",6/6/2023,10:10:00,12.8,,,11,"M ","ISM","M1","SALINITY",,12.07000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",691749,"BAY874","TWQM","TRIB","MDDNR","MDDNR","WT7.1",10/8/2024,09:31:00,12,,,1,"M ","ISM","M1","SALINITY",,10.43000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",691749,"BAY874","TWQM","TRIB","MDDNR","MDDNR","WT7.1",10/8/2024,09:31:00,12,,,2,"M ","ISM","M1","SALINITY",,10.43000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",691749,"BAY874","TWQM","TRIB","MDDNR","MDDNR","WT7.1",10/8/2024,09:31:00,12,,,3,"M ","ISM","M1","SALINITY",,10.43000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",691749,"BAY874","TWQM","TRIB","MDDNR","MDDNR","WT7.1",10/8/2024,09:31:00,12,,,4,"M ","ISM","M1","SALINITY",,10.69000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",691749,"BAY874","TWQM","TRIB","MDDNR","MDDNR","WT7.1",10/8/2024,09:31:00,12,,,5,"M ","ISM","M1","SALINITY",,11.41000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",691749,"BAY874","TWQM","TRIB","MDDNR","MDDNR","WT7.1",10/8/2024,09:31:00,12,,,6,"M ","ISM","M1","SALINITY",,13.13000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",691749,"BAY874","TWQM","TRIB","MDDNR","MDDNR","WT7.1",10/8/2024,09:31:00,12,,,7,"M ","ISM","M1","SALINITY",,13.86000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",691749,"BAY874","TWQM","TRIB","MDDNR","MDDNR","WT7.1",10/8/2024,09:31:00,12,,,8,"M ","ISM","M1","SALINITY",,13.99000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",691749,"BAY874","TWQM","TRIB","MDDNR","MDDNR","WT7.1",10/8/2024,09:31:00,12,,,9,"M ","ISM","M1","SALINITY",,14.13000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",691749,"BAY874","TWQM","TRIB","MDDNR","MDDNR","WT7.1",10/8/2024,09:31:00,12,,,10,"M ","ISM","M1","SALINITY",,14.13000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",691749,"BAY874","TWQM","TRIB","MDDNR","MDDNR","WT7.1",10/8/2024,09:31:00,12,,,11,"B ","ISM","M1","SALINITY",,14.19000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",691864,"BAY876","TWQM","TRIB","MDDNR","MDDNR","WT7.1",11/14/2024,09:28:00,12.9,,,0.5,"S ","ISM","M1","SALINITY",,14.40000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",691864,"BAY876","TWQM","TRIB","MDDNR","MDDNR","WT7.1",11/14/2024,09:28:00,12.9,,,1,"M ","ISM","M1","SALINITY",,14.40000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",691864,"BAY876","TWQM","TRIB","MDDNR","MDDNR","WT7.1",11/14/2024,09:28:00,12.9,,,2,"M ","ISM","M1","SALINITY",,14.46000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",691864,"BAY876","TWQM","TRIB","MDDNR","MDDNR","WT7.1",11/14/2024,09:28:00,12.9,,,3,"M ","ISM","M1","SALINITY",,14.53000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",691864,"BAY876","TWQM","TRIB","MDDNR","MDDNR","WT7.1",11/14/2024,09:28:00,12.9,,,4,"M ","ISM","M1","SALINITY",,14.80000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",691864,"BAY876","TWQM","TRIB","MDDNR","MDDNR","WT7.1",11/14/2024,09:28:00,12.9,,,5,"M ","ISM","M1","SALINITY",,14.87000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",691864,"BAY876","TWQM","TRIB","MDDNR","MDDNR","WT7.1",11/14/2024,09:28:00,12.9,,,6,"M ","ISM","M1","SALINITY",,14.93000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",691864,"BAY876","TWQM","TRIB","MDDNR","MDDNR","WT7.1",11/14/2024,09:28:00,12.9,,,7,"M ","ISM","M1","SALINITY",,14.93000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",691864,"BAY876","TWQM","TRIB","MDDNR","MDDNR","WT7.1",11/14/2024,09:28:00,12.9,,,8,"M ","ISM","M1","SALINITY",,15.00000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",691864,"BAY876","TWQM","TRIB","MDDNR","MDDNR","WT7.1",11/14/2024,09:28:00,12.9,,,9,"M ","ISM","M1","SALINITY",,15.00000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",691864,"BAY876","TWQM","TRIB","MDDNR","MDDNR","WT7.1",11/14/2024,09:28:00,12.9,,,10,"M ","ISM","M1","SALINITY",,15.07000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",691864,"BAY876","TWQM","TRIB","MDDNR","MDDNR","WT7.1",11/14/2024,09:28:00,12.9,,,11,"M ","ISM","M1","SALINITY",,15.07000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",691864,"BAY876","TWQM","TRIB","MDDNR","MDDNR","WT7.1",11/14/2024,09:28:00,12.9,,,11.9,"B ","ISM","M1","SALINITY",,15.07000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",693507,"BAY870","TWQM","TRIB","MDDNR","MDDNR","WT7.1",8/12/2024,09:20:00,13.4,,,2,"M ","ISM","M1","SALINITY",,7.30000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",693507,"BAY870","TWQM","TRIB","MDDNR","MDDNR","WT7.1",8/12/2024,09:20:00,13.4,,,3,"M ","ISM","M1","SALINITY",,7.43000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",693507,"BAY870","TWQM","TRIB","MDDNR","MDDNR","WT7.1",8/12/2024,09:20:00,13.4,,,5,"M ","ISM","M1","SALINITY",,7.56000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",693507,"BAY870","TWQM","TRIB","MDDNR","MDDNR","WT7.1",8/12/2024,09:20:00,13.4,,,7,"M ","ISM","M1","SALINITY",,7.87000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",693507,"BAY870","TWQM","TRIB","MDDNR","MDDNR","WT7.1",8/12/2024,09:20:00,13.4,,,9,"M ","ISM","M1","SALINITY",,8.12000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",693507,"BAY870","TWQM","TRIB","MDDNR","MDDNR","WT7.1",8/12/2024,09:20:00,13.4,,,11,"M ","ISM","M1","SALINITY",,8.38000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",693507,"BAY870","TWQM","TRIB","MDDNR","MDDNR","WT7.1",8/12/2024,09:20:00,13.4,,,12.4,"B ","ISM","M1","SALINITY",,8.57000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",693507,"BAY870","TWQM","TRIB","MDDNR","MDDNR","WT7.1",8/12/2024,09:20:00,13.4,,,1,"M ","ISM","M1","SALINITY",,7.24000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",693507,"BAY870","TWQM","TRIB","MDDNR","MDDNR","WT7.1",8/12/2024,09:20:00,13.4,,,0.5,"S ","ISM","M1","SALINITY",,7.24000,"PPT","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",693507,"BAY870","TWQM","TRIB","MDDNR","MDDNR","WT7.1",8/12/2024,09:20:00,13.4,,,0.5,"S ","ISM","M1","WTEMP",,27.90000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",693507,"BAY870","TWQM","TRIB","MDDNR","MDDNR","WT7.1",8/12/2024,09:20:00,13.4,,,1,"M ","ISM","M1","WTEMP",,27.90000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",693507,"BAY870","TWQM","TRIB","MDDNR","MDDNR","WT7.1",8/12/2024,09:20:00,13.4,,,12.4,"B ","ISM","M1","WTEMP",,28.10000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",693507,"BAY870","TWQM","TRIB","MDDNR","MDDNR","WT7.1",8/12/2024,09:20:00,13.4,,,11,"M ","ISM","M1","WTEMP",,28.10000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",693507,"BAY870","TWQM","TRIB","MDDNR","MDDNR","WT7.1",8/12/2024,09:20:00,13.4,,,9,"M ","ISM","M1","WTEMP",,28.10000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",693507,"BAY870","TWQM","TRIB","MDDNR","MDDNR","WT7.1",8/12/2024,09:20:00,13.4,,,7,"M ","ISM","M1","WTEMP",,28.20000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",693507,"BAY870","TWQM","TRIB","MDDNR","MDDNR","WT7.1",8/12/2024,09:20:00,13.4,,,5,"M ","ISM","M1","WTEMP",,28.00000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",693507,"BAY870","TWQM","TRIB","MDDNR","MDDNR","WT7.1",8/12/2024,09:20:00,13.4,,,3,"M ","ISM","M1","WTEMP",,28.00000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",693507,"BAY870","TWQM","TRIB","MDDNR","MDDNR","WT7.1",8/12/2024,09:20:00,13.4,,,2,"M ","ISM","M1","WTEMP",,28.00000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",691864,"BAY876","TWQM","TRIB","MDDNR","MDDNR","WT7.1",11/14/2024,09:28:00,12.9,,,11.9,"B ","ISM","M1","WTEMP",,15.10000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",691864,"BAY876","TWQM","TRIB","MDDNR","MDDNR","WT7.1",11/14/2024,09:28:00,12.9,,,11,"M ","ISM","M1","WTEMP",,15.10000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",691864,"BAY876","TWQM","TRIB","MDDNR","MDDNR","WT7.1",11/14/2024,09:28:00,12.9,,,10,"M ","ISM","M1","WTEMP",,15.10000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",691864,"BAY876","TWQM","TRIB","MDDNR","MDDNR","WT7.1",11/14/2024,09:28:00,12.9,,,9,"M ","ISM","M1","WTEMP",,15.10000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",691864,"BAY876","TWQM","TRIB","MDDNR","MDDNR","WT7.1",11/14/2024,09:28:00,12.9,,,8,"M ","ISM","M1","WTEMP",,15.00000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",691864,"BAY876","TWQM","TRIB","MDDNR","MDDNR","WT7.1",11/14/2024,09:28:00,12.9,,,7,"M ","ISM","M1","WTEMP",,15.00000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",691864,"BAY876","TWQM","TRIB","MDDNR","MDDNR","WT7.1",11/14/2024,09:28:00,12.9,,,6,"M ","ISM","M1","WTEMP",,15.00000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",691864,"BAY876","TWQM","TRIB","MDDNR","MDDNR","WT7.1",11/14/2024,09:28:00,12.9,,,5,"M ","ISM","M1","WTEMP",,15.00000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",691864,"BAY876","TWQM","TRIB","MDDNR","MDDNR","WT7.1",11/14/2024,09:28:00,12.9,,,4,"M ","ISM","M1","WTEMP",,15.00000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",691864,"BAY876","TWQM","TRIB","MDDNR","MDDNR","WT7.1",11/14/2024,09:28:00,12.9,,,3,"M ","ISM","M1","WTEMP",,14.90000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",691864,"BAY876","TWQM","TRIB","MDDNR","MDDNR","WT7.1",11/14/2024,09:28:00,12.9,,,2,"M ","ISM","M1","WTEMP",,14.80000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",691864,"BAY876","TWQM","TRIB","MDDNR","MDDNR","WT7.1",11/14/2024,09:28:00,12.9,,,1,"M ","ISM","M1","WTEMP",,14.80000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",691864,"BAY876","TWQM","TRIB","MDDNR","MDDNR","WT7.1",11/14/2024,09:28:00,12.9,,,0.5,"S ","ISM","M1","WTEMP",,14.80000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",691749,"BAY874","TWQM","TRIB","MDDNR","MDDNR","WT7.1",10/8/2024,09:31:00,12,,,11,"B ","ISM","M1","WTEMP",,22.50000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",691749,"BAY874","TWQM","TRIB","MDDNR","MDDNR","WT7.1",10/8/2024,09:31:00,12,,,10,"M ","ISM","M1","WTEMP",,25.50000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",691749,"BAY874","TWQM","TRIB","MDDNR","MDDNR","WT7.1",10/8/2024,09:31:00,12,,,9,"M ","ISM","M1","WTEMP",,22.50000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",691749,"BAY874","TWQM","TRIB","MDDNR","MDDNR","WT7.1",10/8/2024,09:31:00,12,,,8,"M ","ISM","M1","WTEMP",,22.50000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",691749,"BAY874","TWQM","TRIB","MDDNR","MDDNR","WT7.1",10/8/2024,09:31:00,12,,,7,"M ","ISM","M1","WTEMP",,22.50000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",691749,"BAY874","TWQM","TRIB","MDDNR","MDDNR","WT7.1",10/8/2024,09:31:00,12,,,6,"M ","ISM","M1","WTEMP",,22.40000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",691749,"BAY874","TWQM","TRIB","MDDNR","MDDNR","WT7.1",10/8/2024,09:31:00,12,,,5,"M ","ISM","M1","WTEMP",,22.10000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",691749,"BAY874","TWQM","TRIB","MDDNR","MDDNR","WT7.1",10/8/2024,09:31:00,12,,,4,"M ","ISM","M1","WTEMP",,21.90000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",691749,"BAY874","TWQM","TRIB","MDDNR","MDDNR","WT7.1",10/8/2024,09:31:00,12,,,3,"M ","ISM","M1","WTEMP",,21.90000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",691749,"BAY874","TWQM","TRIB","MDDNR","MDDNR","WT7.1",10/8/2024,09:31:00,12,,,2,"M ","ISM","M1","WTEMP",,21.80000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",691749,"BAY874","TWQM","TRIB","MDDNR","MDDNR","WT7.1",10/8/2024,09:31:00,12,,,1,"M ","ISM","M1","WTEMP",,21.80000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",699519,"BAY842","TWQM","TRIB","MDDNR","MDDNR","WT7.1",6/6/2023,10:10:00,12.8,,,11,"M ","ISM","M1","WTEMP",,20.60000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",699519,"BAY842","TWQM","TRIB","MDDNR","MDDNR","WT7.1",6/6/2023,10:10:00,12.8,,,11.8,"B ","ISM","M1","WTEMP",,20.60000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",699519,"BAY842","TWQM","TRIB","MDDNR","MDDNR","WT7.1",6/6/2023,10:10:00,12.8,,,10,"M ","ISM","M1","WTEMP",,20.60000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",699519,"BAY842","TWQM","TRIB","MDDNR","MDDNR","WT7.1",6/6/2023,10:10:00,12.8,,,9,"M ","ISM","M1","WTEMP",,20.70000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",699519,"BAY842","TWQM","TRIB","MDDNR","MDDNR","WT7.1",6/6/2023,10:10:00,12.8,,,8,"M ","ISM","M1","WTEMP",,20.80000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",699519,"BAY842","TWQM","TRIB","MDDNR","MDDNR","WT7.1",6/6/2023,10:10:00,12.8,,,7,"M ","ISM","M1","WTEMP",,21.00000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",699519,"BAY842","TWQM","TRIB","MDDNR","MDDNR","WT7.1",6/6/2023,10:10:00,12.8,,,6,"M ","ISM","M1","WTEMP",,21.00000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",699519,"BAY842","TWQM","TRIB","MDDNR","MDDNR","WT7.1",6/6/2023,10:10:00,12.8,,,5,"M ","ISM","M1","WTEMP",,21.20000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",699519,"BAY842","TWQM","TRIB","MDDNR","MDDNR","WT7.1",6/6/2023,10:10:00,12.8,,,4,"M ","ISM","M1","WTEMP",,21.90000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",699519,"BAY842","TWQM","TRIB","MDDNR","MDDNR","WT7.1",6/6/2023,10:10:00,12.8,,,3,"M ","ISM","M1","WTEMP",,22.40000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",699519,"BAY842","TWQM","TRIB","MDDNR","MDDNR","WT7.1",6/6/2023,10:10:00,12.8,,,2,"M ","ISM","M1","WTEMP",,22.30000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",699519,"BAY842","TWQM","TRIB","MDDNR","MDDNR","WT7.1",6/6/2023,10:10:00,12.8,,,1,"M ","ISM","M1","WTEMP",,22.70000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",699519,"BAY842","TWQM","TRIB","MDDNR","MDDNR","WT7.1",6/6/2023,10:10:00,12.8,,,0.5,"S ","ISM","M1","WTEMP",,22.90000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",699432,"BAY841","TWQM","TRIB","MDDNR","MDDNR","WT7.1",5/16/2023,13:05:00,10,,,9,"B ","ISM","M1","WTEMP",,17.20000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",699432,"BAY841","TWQM","TRIB","MDDNR","MDDNR","WT7.1",5/16/2023,13:05:00,10,,,8,"M ","ISM","M1","WTEMP",,17.50000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",699432,"BAY841","TWQM","TRIB","MDDNR","MDDNR","WT7.1",5/16/2023,13:05:00,10,,,7,"M ","ISM","M1","WTEMP",,17.60000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",699432,"BAY841","TWQM","TRIB","MDDNR","MDDNR","WT7.1",5/16/2023,13:05:00,10,,,6,"M ","ISM","M1","WTEMP",,17.60000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",699432,"BAY841","TWQM","TRIB","MDDNR","MDDNR","WT7.1",5/16/2023,13:05:00,10,,,5,"M ","ISM","M1","WTEMP",,18.00000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",699432,"BAY841","TWQM","TRIB","MDDNR","MDDNR","WT7.1",5/16/2023,13:05:00,10,,,4,"M ","ISM","M1","WTEMP",,18.20000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",699432,"BAY841","TWQM","TRIB","MDDNR","MDDNR","WT7.1",5/16/2023,13:05:00,10,,,3,"M ","ISM","M1","WTEMP",,19.80000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",699432,"BAY841","TWQM","TRIB","MDDNR","MDDNR","WT7.1",5/16/2023,13:05:00,10,,,2,"M ","ISM","M1","WTEMP",,20.50000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",699432,"BAY841","TWQM","TRIB","MDDNR","MDDNR","WT7.1",5/16/2023,13:05:00,10,,,1,"M ","ISM","M1","WTEMP",,20.80000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",699432,"BAY841","TWQM","TRIB","MDDNR","MDDNR","WT7.1",5/16/2023,13:05:00,10,,,0.5,"S ","ISM","M1","WTEMP",,20.80000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",693422,"BAY866","TWQM","TRIB","MDDNR","MDDNR","WT7.1",6/11/2024,09:25:00,11.7,,,10.7,"B ","ISM","M1","WTEMP",,22.50000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",693422,"BAY866","TWQM","TRIB","MDDNR","MDDNR","WT7.1",6/11/2024,09:25:00,11.7,,,10,"M ","ISM","M1","WTEMP",,22.60000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
"WT7.1",693422,"BAY866","TWQM","TRIB","MDDNR","MDDNR","WT7.1",6/11/2024,09:25:00,11.7,,,9,"M ","ISM","M1","WTEMP",,22.70000,"DEG C","F01 ",,,,,"",39.00764,-76.50350,"T3"
